district,state,latitude,longitude,date,rainfall_24h_mm,rainfall_72h_mm,antecedent_rainfall_mm,soil_moisture_percent,slope_degrees,elevation_m,ndvi,lithology_code,landslide_occurred,data_source,rainfall_data_type
Champhai,Mizoram,22.8808,94.8872,2010-08-02,35.9,69.5,132.8,59.8,28.2,1150.2,0.56,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.3634,89.3567,2010-08-03,40.8,73.4,157.0,62.9,10.3,38.3,0.42,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0366,88.263,2010-08-05,90.5,195.5,383.1,72.9,8.0,67.0,0.5,1,1,real_event,calibrated_climatological
Lunglei,Mizoram,23.0553,91.8115,2010-08-05,70.7,140.9,244.6,67.7,32.4,1029.5,0.48,2,0,real_negative_sample,calibrated_climatological
Aizawl,Mizoram,23.7365,92.7146,2010-08-06,114.8,240.7,440.5,69.7,37.1,1095.7,0.44,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.0375,88.2627,2010-08-06,112.3,261.1,530.6,92.8,11.7,101.4,0.54,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,24.7364,88.5295,2010-08-06,69.2,160.9,257.9,80.3,32.8,328.8,0.51,3,0,real_negative_sample,calibrated_climatological
Tezu,Arunachal Pradesh,28.0914,95.8843,2010-08-07,8.0,42.2,96.0,75.4,6.9,222.8,0.6,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,24.594,89.1414,2010-08-07,100.7,235.9,348.5,53.5,44.7,370.4,0.51,3,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,28.8852,96.2955,2010-08-08,8.6,25.7,60.7,66.7,40.3,1993.8,0.44,2,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.6097,91.668,2010-08-08,72.1,149.9,217.4,73.8,35.2,801.3,0.63,2,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.8398,95.2987,2010-08-09,73.0,136.2,216.3,65.7,35.4,764.9,0.43,2,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.7022,94.0462,2010-08-13,62.5,136.3,257.1,77.3,29.5,1471.9,0.46,3,1,real_event,calibrated_climatological
Jorhat,Assam,26.6359,93.8123,2010-08-13,70.3,156.2,231.1,67.1,5.0,74.0,0.55,1,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.148,94.8422,2010-08-14,77.2,183.3,376.6,50.0,26.6,1352.1,0.48,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0814,94.803,2010-08-14,91.5,170.7,299.7,80.8,29.0,1407.4,0.5,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.222,94.9152,2010-08-14,101.9,233.3,332.5,86.4,38.4,1148.0,0.32,3,1,real_event,calibrated_climatological
Ukhrul,Manipur,25.3101,94.4827,2010-08-15,146.4,273.8,450.3,66.1,41.8,1828.5,0.44,3,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.2146,94.1963,2010-08-15,99.4,167.7,265.9,72.1,44.1,1717.4,0.67,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,26.6454,93.3016,2010-08-17,92.4,180.8,283.9,49.5,38.1,381.9,0.65,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.9435,88.4445,2010-08-17,166.6,340.2,570.4,85.7,10.8,61.2,0.5,1,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.2753,94.6654,2010-08-17,51.3,132.8,244.9,66.8,29.4,1366.5,0.42,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.1984,94.8158,2010-08-19,36.7,96.9,193.7,68.4,26.3,1246.5,0.72,3,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.8961,93.4957,2010-08-19,141.9,352.2,554.0,70.4,38.1,1356.2,0.31,2,1,real_event,calibrated_climatological
Goalpara,Assam,26.9722,88.4481,2010-08-19,90.5,244.3,381.0,64.6,8.0,30.8,0.63,1,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6156,94.116,2010-08-19,54.8,138.3,257.2,64.9,27.5,1419.5,0.54,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.167,88.3652,2010-08-20,85.4,188.6,320.2,76.5,8.0,68.5,0.48,1,1,real_event,calibrated_climatological
Kohima,Nagaland,25.5718,94.1211,2010-08-21,153.9,310.6,608.4,86.5,31.3,1357.3,0.48,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.627,89.4002,2010-08-22,73.8,160.8,289.2,71.0,5.4,20.0,0.51,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5,90.5034,2010-08-23,84.8,170.1,271.5,67.1,8.0,177.0,0.35,1,1,real_event,calibrated_climatological
Tezu,Arunachal Pradesh,28.9556,95.9892,2010-08-24,25.7,73.1,157.6,49.7,5.0,211.5,0.57,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,23.7713,96.0806,2010-08-25,8.0,30.7,63.6,63.0,34.4,1062.7,0.37,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.1938,90.7341,2010-08-26,82.1,188.6,355.3,64.6,8.5,130.6,0.37,1,0,real_negative_sample,calibrated_climatological
Serchhip,Mizoram,23.4704,93.0029,2010-08-26,65.9,118.9,165.8,54.7,38.3,1020.6,0.58,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.2319,88.497,2010-08-26,105.0,225.5,375.3,79.4,8.0,156.8,0.6,1,1,real_event,calibrated_climatological
Kohima,Nagaland,25.4786,94.1327,2010-08-27,77.3,187.0,331.7,68.1,31.5,1398.2,0.51,3,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.7505,93.4221,2010-08-27,143.8,345.1,634.8,78.2,34.0,1463.7,0.47,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.3392,88.6188,2010-08-27,65.7,180.0,359.9,83.7,8.0,20.0,0.48,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.2187,91.3366,2010-08-27,54.3,119.0,225.2,78.6,5.0,157.4,0.57,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.7276,88.0446,2010-08-29,138.5,307.4,601.4,63.4,12.8,42.9,0.48,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.3702,88.7334,2010-09-04,14.8,56.1,94.9,89.8,8.0,110.5,0.41,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.3239,89.9003,2010-09-06,35.0,105.3,154.6,56.2,42.6,311.9,0.5,3,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.0431,92.1169,2010-09-07,60.4,113.6,210.0,68.2,14.7,90.7,0.53,1,0,real_negative_sample,calibrated_climatological
Pasighat,Arunachal Pradesh,28.3036,95.4112,2010-09-09,43.1,102.3,210.9,66.5,45.6,105.4,0.62,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0011,93.7273,2010-09-10,20.1,69.2,155.2,78.4,46.7,401.6,0.52,2,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6396,94.1111,2010-09-12,12.5,51.4,131.0,60.7,31.7,1600.8,0.57,3,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.591,92.9296,2010-09-13,81.1,179.0,348.0,84.7,33.4,924.8,0.36,2,1,real_event,calibrated_climatological
Serchhip,Mizoram,23.3439,93.0748,2010-09-13,54.3,118.1,193.9,66.3,32.8,1104.7,0.35,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.735,92.7106,2010-09-13,49.9,135.2,250.8,84.6,45.0,1195.7,0.45,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.7176,92.8416,2010-09-13,51.1,137.9,205.7,91.0,40.1,826.5,0.47,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7541,92.7413,2010-09-13,112.1,276.7,545.6,66.1,42.3,1083.2,0.58,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7299,92.715,2010-09-13,128.9,289.0,491.0,76.2,30.5,996.9,0.56,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7418,92.7142,2010-09-13,91.9,190.0,340.4,94.7,33.0,1059.7,0.65,2,1,real_event,calibrated_climatological
Kolasib,Mizoram,24.3069,93.125,2010-09-16,40.4,91.0,194.7,78.0,27.9,528.4,0.47,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7527,92.694,2010-09-16,97.1,255.4,493.0,86.4,39.1,1089.8,0.43,2,1,real_event,calibrated_climatological
Kamjong,Manipur,24.4152,96.9856,2010-09-18,80.3,171.4,336.8,74.4,40.0,1006.4,0.5,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.3708,92.9534,2010-09-19,10.1,46.8,102.2,82.0,40.2,296.7,0.61,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.9337,91.1297,2010-09-20,45.8,109.8,236.9,52.2,10.1,20.0,0.55,1,0,real_negative_sample,calibrated_climatological
Cherrapunji,Meghalaya,24.9362,91.3798,2010-09-22,75.0,166.2,234.7,85.0,35.4,1165.6,0.66,3,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.3646,96.4096,2010-09-23,73.1,143.5,268.7,61.3,37.2,932.2,0.56,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,22.9578,96.5978,2010-09-25,25.0,74.9,169.3,64.0,36.2,1080.0,0.55,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.1072,89.6997,2010-09-28,18.3,68.4,120.7,52.3,39.9,312.3,0.71,3,0,real_negative_sample,calibrated_climatological
Pasighat,Arunachal Pradesh,28.3092,95.4149,2010-10-03,37.5,91.3,200.2,80.4,33.3,144.1,0.45,2,1,real_event,calibrated_climatological
Kamjong,Manipur,22.6461,97.3193,2010-10-06,54.4,126.8,222.8,82.7,38.6,1043.2,0.65,2,1,real_event,calibrated_climatological
Kamjong,Manipur,23.9723,96.8566,2010-10-06,8.0,40.9,86.4,69.1,26.4,1209.6,0.5,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.6078,89.8938,2010-10-06,34.8,80.6,134.2,75.4,5.0,131.5,0.53,1,0,real_negative_sample,calibrated_climatological
Phek,Nagaland,25.6633,94.4703,2010-10-08,81.1,159.8,298.8,61.8,40.4,1506.7,0.4,3,1,real_event,calibrated_climatological
Imphal,Manipur,24.837,93.9128,2010-10-08,66.6,175.7,289.1,77.9,21.7,814.9,0.43,1,1,real_event,calibrated_climatological
Senapati,Manipur,25.2745,94.0212,2010-10-08,31.4,91.7,145.7,81.3,38.1,1482.6,0.46,2,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.7679,93.4108,2010-10-08,69.5,192.8,356.9,80.3,39.3,1107.7,0.46,2,1,real_event,calibrated_climatological
Kohima,Nagaland,25.4769,94.1351,2010-10-08,80.1,191.6,296.9,59.6,32.6,1458.3,0.51,3,1,real_event,calibrated_climatological
Diphu,Assam,25.4749,93.1477,2010-10-09,115.9,251.5,498.9,75.4,19.7,338.1,0.44,1,1,real_event,calibrated_climatological
Kohima,Nagaland,25.4788,94.1399,2010-10-09,117.5,264.4,400.3,69.4,27.7,1336.0,0.43,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.5265,93.8673,2010-10-09,48.2,135.4,266.7,63.7,24.8,1389.0,0.46,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.682,94.1076,2010-10-09,36.5,96.6,178.4,77.6,29.6,1502.2,0.55,3,1,real_event,calibrated_climatological
Jiribam,Manipur,25.1796,93.0083,2010-10-09,26.2,72.5,134.1,65.0,25.6,822.4,0.63,2,1,real_event,calibrated_climatological
Diphu,Assam,25.5242,92.9914,2010-10-09,56.0,152.4,300.7,72.9,17.4,286.2,0.44,1,1,real_event,calibrated_climatological
Senapati,Manipur,25.3179,94.0462,2010-10-09,30.3,90.7,200.9,72.6,38.1,1500.6,0.41,2,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6623,94.1072,2010-10-10,138.6,324.6,633.4,58.1,37.4,1596.4,0.57,3,1,real_event,calibrated_climatological
Goalpara,Assam,26.8618,88.8874,2010-10-16,5.0,37.5,79.1,57.9,13.6,20.0,0.61,1,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,27.8134,93.9817,2010-10-18,65.1,155.9,260.8,71.5,7.3,182.2,0.48,1,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.7209,93.9527,2010-10-22,18.3,59.5,130.0,64.4,40.4,1582.8,0.62,2,0,real_negative_sample,calibrated_climatological
Churachandpur,Manipur,24.0419,93.6555,2010-10-22,52.6,118.4,187.0,85.4,44.7,893.6,0.58,2,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.5799,91.8567,2010-11-22,20.3,55.8,138.1,80.0,13.6,20.0,0.53,1,1,real_event,calibrated_climatological
Saiha,Mizoram,22.5555,93.594,2011-01-14,27.4,60.4,97.9,55.2,28.7,953.2,0.45,2,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,28.0791,96.5242,2011-03-22,50.6,105.4,239.2,64.6,35.6,2047.1,0.58,2,1,real_event,calibrated_climatological
Dibrugarh,Assam,27.5022,94.5607,2011-04-14,41.9,105.4,192.8,78.5,5.0,20.0,0.66,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.8469,93.3,2011-05-04,31.4,79.7,160.4,56.2,43.5,362.1,0.51,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.359,95.134,2011-05-05,97.2,231.8,349.2,65.5,31.4,1055.3,0.39,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.2169,89.0504,2011-05-12,51.9,106.6,190.6,69.9,39.1,297.0,0.61,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0837,90.4028,2011-05-16,41.1,105.0,194.8,53.5,10.8,36.9,0.51,1,0,real_negative_sample,calibrated_climatological
Tamenglong,Manipur,25.0672,93.4093,2011-05-22,26.2,61.5,112.5,60.0,33.1,1326.0,0.58,2,1,real_event,calibrated_climatological
Silchar,Assam,25.0888,92.8551,2011-05-24,74.7,170.8,353.0,76.2,14.8,102.6,0.62,1,1,real_event,calibrated_climatological
Agartala,Tripura,22.4397,90.7017,2011-05-27,56.4,101.8,171.0,58.6,11.3,20.0,0.43,1,0,real_negative_sample,calibrated_climatological
Tamenglong,Manipur,24.8286,93.5935,2011-05-31,76.9,195.8,391.7,67.9,27.6,1305.9,0.48,2,1,real_event,calibrated_climatological
Senapati,Manipur,25.1555,93.8474,2011-05-31,62.7,119.7,192.8,90.8,38.6,1498.2,0.74,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.454,94.4704,2011-06-02,82.5,189.7,318.7,64.9,32.3,1318.2,0.62,3,0,real_negative_sample,calibrated_climatological
Dibrugarh,Assam,27.2647,94.5761,2011-06-03,50.4,137.6,286.7,72.0,9.3,123.7,0.41,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.94,90.212,2011-06-03,44.7,117.1,173.9,62.6,12.6,85.0,0.42,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,27.5798,91.7196,2011-06-10,42.1,105.0,171.8,51.0,5.0,36.6,0.45,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.8073,90.4494,2011-06-11,58.2,119.9,214.8,73.4,8.0,20.0,0.48,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.8754,95.4226,2011-06-11,36.0,86.1,167.9,63.1,28.9,989.1,0.67,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,22.4485,97.0194,2011-06-12,57.9,148.9,217.3,85.4,28.6,1248.0,0.46,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.2333,93.9602,2011-06-12,26.8,69.5,128.6,75.0,34.6,1099.3,0.32,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,29.1855,88.2294,2011-06-16,89.5,184.9,305.8,75.5,6.7,20.0,0.56,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.88,88.28,2011-06-17,77.6,166.8,253.8,71.0,32.2,386.2,0.56,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8485,88.2618,2011-06-17,120.2,251.5,376.1,77.7,39.0,344.5,0.42,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.4885,88.4451,2011-06-17,112.8,280.7,460.1,82.4,14.7,79.8,0.56,1,1,real_event,calibrated_climatological
Tura,Meghalaya,25.0932,90.3037,2011-06-18,51.1,105.7,200.8,62.7,36.1,444.8,0.55,3,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.0421,89.5106,2011-06-20,87.6,152.8,262.3,48.0,44.1,255.7,0.52,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.1664,89.1041,2011-06-20,20.6,62.4,118.6,64.4,9.8,79.8,0.49,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0638,88.4659,2011-06-20,84.5,175.7,322.9,89.1,9.5,32.2,0.61,1,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.3186,94.5121,2011-06-20,108.1,198.9,380.3,86.6,32.4,1302.1,0.5,3,1,real_event,calibrated_climatological
Kolasib,Mizoram,24.3453,92.3302,2011-06-21,41.5,88.2,157.0,68.9,23.5,584.2,0.44,2,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.8755,95.1996,2011-06-21,36.9,68.3,137.1,64.0,30.5,876.3,0.53,2,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.5161,94.2341,2011-06-21,113.6,268.1,472.9,76.7,32.2,1438.6,0.56,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.2879,88.2579,2011-06-23,125.9,288.9,481.8,76.9,15.8,91.2,0.4,1,1,real_event,calibrated_climatological
Ri Bhoi,Meghalaya,26.0219,92.3454,2011-06-27,77.7,183.9,328.0,72.2,35.7,738.5,0.48,3,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.6682,94.1099,2011-06-28,133.5,325.7,622.5,80.7,31.2,1349.5,0.4,3,1,real_event,calibrated_climatological
Imphal,Manipur,25.0356,94.0144,2011-06-28,136.0,308.2,563.3,77.0,8.0,763.9,0.3,1,1,real_event,calibrated_climatological
Diphu,Assam,25.5125,93.3613,2011-06-29,84.0,167.5,318.4,82.4,26.9,355.7,0.52,1,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.344,91.8161,2011-07-01,80.8,195.0,286.1,61.6,42.7,1002.8,0.47,2,1,real_event,calibrated_climatological
Kohima,Nagaland,25.8782,94.1739,2011-07-01,105.5,200.8,314.8,63.6,29.0,1429.1,0.59,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.1824,88.7793,2011-07-04,74.4,150.8,254.0,68.1,32.6,427.5,0.57,3,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.305,94.3499,2011-07-05,52.9,131.8,211.1,73.5,27.2,1352.8,0.55,3,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.9224,90.0346,2011-07-05,66.3,144.3,236.6,55.3,37.7,346.8,0.54,3,0,real_negative_sample,calibrated_climatological
Ri Bhoi,Meghalaya,25.8027,92.0362,2011-07-06,72.8,141.6,247.1,72.4,33.4,561.0,0.54,3,0,real_negative_sample,calibrated_climatological
Imphal,Manipur,24.8063,93.9482,2011-07-06,60.2,120.7,228.8,69.3,11.1,761.8,0.42,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,25.2022,93.3349,2011-07-07,90.1,161.9,271.2,61.0,44.9,1297.3,0.59,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.2494,96.7338,2011-07-07,57.9,139.8,222.9,73.1,27.2,960.0,0.46,2,0,real_negative_sample,calibrated_climatological
Senapati,Manipur,25.4191,94.1079,2011-07-07,61.0,125.2,244.8,73.5,36.3,1691.8,0.51,2,1,real_event,calibrated_climatological
Goalpara,Assam,26.8761,90.0037,2011-07-10,66.0,133.4,254.0,70.0,12.3,66.4,0.45,1,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.6703,94.1095,2011-07-11,126.6,292.5,466.7,74.7,35.2,1471.3,0.52,3,1,real_event,calibrated_climatological
Goalpara,Assam,26.3409,89.5353,2011-07-12,94.6,194.6,293.4,65.8,7.2,20.0,0.58,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.2796,90.6681,2011-07-15,67.7,124.0,221.6,68.7,5.0,82.3,0.61,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.125,93.7145,2011-07-15,117.4,292.0,498.3,78.4,33.0,476.8,0.51,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.2743,92.9064,2011-07-16,101.9,225.4,375.2,67.8,34.2,207.5,0.6,2,1,real_event,calibrated_climatological
Goalpara,Assam,26.992,88.4228,2011-07-17,129.9,272.9,528.3,65.0,12.2,20.8,0.5,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1032,93.6884,2011-07-19,90.8,191.9,348.9,78.8,36.5,371.1,0.55,2,1,real_event,calibrated_climatological
Agartala,Tripura,23.7118,90.4077,2011-07-19,52.1,133.8,237.0,74.6,8.4,30.6,0.67,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.0537,88.4257,2011-07-19,70.3,158.7,339.3,68.8,8.0,20.0,0.6,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.1141,88.4658,2011-07-20,44.8,119.9,218.7,84.6,8.0,60.8,0.57,1,1,real_event,calibrated_climatological
Goalpara,Assam,29.1018,88.2049,2011-07-20,110.3,269.1,397.5,64.9,5.0,37.3,0.58,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.2956,90.1166,2011-07-21,53.0,125.6,227.2,57.0,5.0,20.0,0.52,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5003,90.5081,2011-07-21,112.8,265.8,496.6,66.3,16.3,128.9,0.54,1,1,real_event,calibrated_climatological
Thoubal,Manipur,24.3527,94.3429,2011-07-22,86.3,212.5,387.0,67.8,8.0,811.1,0.55,1,1,real_event,calibrated_climatological
Kamjong,Manipur,23.3213,96.143,2011-07-22,58.1,137.1,254.9,59.5,40.1,1137.8,0.57,2,0,real_negative_sample,calibrated_climatological
Imphal,Manipur,24.7992,93.948,2011-07-22,88.4,228.5,440.9,72.0,15.3,799.7,0.53,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.2663,89.9149,2011-07-24,88.8,209.3,363.8,55.9,5.9,39.5,0.49,1,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,26.5836,93.0038,2011-07-24,125.8,227.3,433.8,73.2,8.8,39.5,0.48,1,1,real_event,calibrated_climatological
Champhai,Mizoram,23.6454,93.9321,2011-07-24,62.4,154.9,295.1,63.8,28.9,1121.2,0.48,2,0,real_negative_sample,calibrated_climatological
Thoubal,Manipur,24.6869,93.9157,2011-07-25,70.5,148.6,271.2,82.4,8.2,798.3,0.46,1,1,real_event,calibrated_climatological
Cachar,Assam,25.159,92.7158,2011-07-25,55.9,135.2,239.5,71.2,6.5,20.0,0.57,1,0,real_negative_sample,calibrated_climatological
Tinsukia,Assam,27.5244,95.4826,2011-07-28,16.3,40.8,81.5,52.5,5.0,172.9,0.46,1,0,real_negative_sample,calibrated_climatological
Senapati,Manipur,25.4192,94.108,2011-07-29,133.4,287.0,468.6,79.0,38.2,1533.3,0.5,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.6821,95.36,2011-08-04,105.1,215.0,392.8,58.0,44.8,1620.7,0.65,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1034,93.6885,2011-08-05,88.7,219.0,381.5,76.5,44.5,407.7,0.3,2,1,real_event,calibrated_climatological
Pasighat,Arunachal Pradesh,28.3333,95.7552,2011-08-06,66.2,130.7,234.0,78.0,39.5,69.8,0.52,2,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.2009,92.2168,2011-08-08,85.1,175.3,284.8,70.2,31.7,930.4,0.37,2,1,real_event,calibrated_climatological
Thoubal,Manipur,24.0557,94.9742,2011-08-08,38.0,91.7,170.5,80.3,6.0,744.1,0.68,1,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.44,92.2833,2011-08-12,104.6,186.0,367.2,68.2,8.0,20.0,0.47,1,1,real_event,calibrated_climatological
Dimapur,Nagaland,25.7713,93.8067,2011-08-13,127.7,269.7,547.1,81.9,8.0,64.1,0.39,1,1,real_event,calibrated_climatological
Saiha,Mizoram,22.6104,93.8845,2011-08-14,36.3,101.3,145.4,63.3,24.3,965.8,0.33,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.4888,93.0153,2011-08-15,136.2,345.3,567.2,73.6,35.0,313.7,0.44,2,1,real_event,calibrated_climatological
Agartala,Tripura,23.0063,89.9272,2011-08-15,71.0,155.4,228.5,82.5,6.1,20.0,0.56,1,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,25.5144,90.2167,2011-08-16,73.8,164.1,262.0,87.9,39.2,269.0,0.4,3,1,real_event,calibrated_climatological
Goalpara,Assam,26.3619,91.1561,2011-08-17,41.3,77.0,130.8,63.6,11.6,134.3,0.47,1,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.83,94.13,2011-08-18,105.6,243.2,384.1,54.3,26.6,1498.1,0.56,3,1,real_event,calibrated_climatological
Goalpara,Assam,26.92,89.629,2011-08-19,110.6,213.9,412.2,71.8,18.2,75.0,0.42,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.3875,88.5038,2011-08-19,85.4,209.5,345.0,79.0,7.9,20.0,0.64,1,0,real_negative_sample,calibrated_climatological
Tezu,Arunachal Pradesh,28.8859,96.1325,2011-08-21,38.9,70.6,159.0,70.6,24.1,60.8,0.55,1,0,real_negative_sample,calibrated_climatological
Mamit,Mizoram,23.5406,92.0065,2011-08-23,141.4,293.7,434.1,76.9,25.8,792.5,0.43,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.1386,88.2255,2011-08-23,106.5,273.0,421.5,65.9,11.6,190.0,0.55,1,1,real_event,calibrated_climatological
Jorhat,Assam,26.684,94.3926,2011-08-24,52.5,119.9,167.2,61.8,14.3,185.2,0.5,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.7344,88.633,2011-08-25,71.2,157.1,347.4,87.1,12.9,20.0,0.63,1,1,real_event,calibrated_climatological
Jiribam,Manipur,24.808,93.117,2011-09-06,123.3,293.9,565.7,75.8,26.6,1037.7,0.54,2,1,real_event,calibrated_climatological
Mamit,Mizoram,23.9077,92.5013,2011-09-11,76.3,168.2,308.4,74.8,30.6,769.1,0.42,2,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,24.8773,89.6149,2011-09-18,62.3,125.7,184.4,57.4,38.3,443.0,0.52,3,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1548,91.7351,2011-09-23,41.1,95.9,197.2,63.0,11.5,20.0,0.58,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.0605,88.255,2011-09-25,31.9,88.3,180.2,72.2,8.0,20.0,0.5,1,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.6527,94.5021,2011-09-25,36.5,80.2,137.1,78.0,46.9,1633.4,0.46,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.8545,88.3372,2011-09-28,23.3,58.3,117.5,73.6,45.2,336.1,0.53,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.5161,88.5575,2011-09-30,32.7,91.4,160.5,73.8,11.6,114.6,0.57,1,1,real_event,calibrated_climatological
